Site_No,,,,,,,,,,,,,,,,,,,,,,,
Site_No,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Dut_No,Site_No,Dut_Pass,SW_Bin,Data_Num,OS_VCC,OS_SW,Vf,Isw,Ivcc,garbage,,Vcc,Vcc1,Icc_5V,Icc_1V,Icc3,Vcc_on,Vcc_off,SW_Freq_debug,BlankingTime,Tbodydiode,Ivcc_GateOn,Iq,
1057,0,TRUE,1,17,-0.5082,-0.4648,-0.602,49.8985,272.3581,,,4.3823,7.7279,-31.525,-19.346,78.2361,3.82,3.65,0,3.4,0,1.197,82.5853
1058,0,TRUE,1,17,-0.5079,-0.4634,-0.599,50.5718,289.1324,,,4.3838,7.8488,-31.5442,-18.969,79.5714,3.87,3.66,0,3.4,0,1.222,84.4761
1059,0,FALSE,3,4,-0.5082,-0.473,-0.611,63.2069
1060,0,TRUE,1,17,-0.5074,-0.4639,-0.601,51.2391,278.9786,,,4.3804,7.7428,-31.941,-19.4,79.6808,3.83,3.64,14.6199,3.4,0,1.217,84.4761
1061,0,TRUE,1,17,-0.5082,-0.4668,-0.599,51.0088,286.3702,,,4.3784,7.8211,-32.6795,-19.757,81.3174,3.85,3.65,0,3.4,0,1.222,86.234
1062,0,TRUE,1,17,-0.507,-0.4631,-0.6,51.744,284.1929,,,4.379,7.8627,-32.0086,-19.222,81.5508,3.86,3.67,18.797,3.4,0,1.216,85.7761
1063,0,TRUE,1,17,-0.5073,-0.4646,-0.599,51.1269,281.3066,,,4.3779,7.8145,-31.9287,-19.359,80.1534,3.85,3.66,26.3158,3.4,0,1.209,84.417
1064,0,TRUE,1,17,-0.509,-0.4706,-0.6,50.5718,273.1587,,,4.3792,7.8311,-31.8535,-19.34,79.6069,3.87,3.65,21.9298,3.4,0,1.195,84.2102
1065,0,FALSE,8,14,-0.5087,-0.4772,-0.604,49.8483,281.5783,,,4.3794,7.7935,-32.1971,-19.756,78.9215,3.85,3.64,23.7925,3.8
1066,0,TRUE,1,17,-0.5085,-0.481,-0.606,49.9369,261.2353,,,4.3824,7.7631,-31.549,-19.245,76.6822,3.83,3.63,25,3.6,0,1.165,81.0046
1067,0,TRUE,1,17,-0.5085,-0.4808,-0.606,50.3503,295.8829,,,4.3804,7.8299,-32.2382,-19.404,80.4607,3.85,3.66,20.842,3.6,0,1.213,85.2886
1068,0,TRUE,1,17,-0.5082,-0.4826,-0.607,49.6977,290.6214,,,4.383,7.7846,-31.9483,-19.076,79.2672,3.84,3.65,21.9298,3.4,0,1.205,84.2693
1069,0,TRUE,1,17,-0.5081,-0.4817,-0.605,49.7243,265.5633,,,4.3824,7.7283,-32.1502,-19.83,77.3439,3.82,3.64,20.829,3.6,0,1.18,81.7432
1070,0,TRUE,1,17,-0.508,-0.4815,-0.606,50.1554,279.5399,,,4.3832,7.7572,-31.8986,-19.371,79.0338,3.83,3.64,21.9298,3.4,0,1.201,83.5159
1071,0,TRUE,1,17,-0.507,-0.4798,-0.607,50.3857,277.3065,,,4.3837,7.771,-31.7911,-19.321,79.7576,3.84,3.65,26.3089,3.4,0,1.19,84.2841
1072,0,TRUE,1,17,-0.5084,-0.4759,-0.603,51.0767,283.28,,,4.3819,7.7981,-32.2868,-19.505,80.1298,3.85,3.64,20.8247,3.6,0,1.208,84.9045
1073,0,TRUE,1,17,-0.5084,-0.4781,-0.604,50.1082,287.673,,,4.3834,7.8257,-32.5663,-19.822,79.5478,3.85,3.65,25,3.6,0,1.201,84.225
1074,0,TRUE,1,17,-0.5069,-0.4817,-0.609,50.306,285.2919,,,4.3837,7.8616,-31.9555,-19.327,79.403,3.86,3.65,20.8333,3.6,0,1.201,83.708
1075,0,TRUE,1,17,-0.5085,-0.4843,-0.609,50.433,276.0391,,,4.3836,7.8069,-31.6096,-19.134,78.7679,3.84,3.64,21.9298,3.4,0,1.189,83.4864
1076,0,TRUE,1,17,-0.5082,-0.4943,-0.618,50.3267,289.5046,,,4.3819,7.7449,-31.7043,-19.162,79.5064,3.83,3.65,32.8947,3.4,0,1.205,84.3284
1077,0,TRUE,1,17,-0.5082,-0.4846,-0.609,49.5944,274.4704,,,4.3819,7.7236,-32.1925,-19.902,78.1829,3.8,3.63,13.887,3.6,0,1.184,82.6739
1078,0,TRUE,1,17,-0.5082,-0.4877,-0.613,49.7745,287.3835,,,4.3833,7.7754,-31.549,-18.987,78.6379,3.85,3.64,21.9298,3.4,0,1.199,83.3386
1079,0,TRUE,1,17,-0.5074,-0.4903,-0.615,50.5629,261.5159,,,4.3846,7.7758,-31.5417,-19.278,77.9082,3.83,3.66,20.8377,3.6,0,1.18,82.3341
1080,0,TRUE,1,17,-0.507,-0.4837,-0.609,51.0413,247.7224,,,4.3836,7.737,-31.9096,-19.647,77.471,3.82,3.64,26.3158,3.4,0,1.167,81.2705
1081,0,TRUE,1,17,-0.5078,-0.478,-0.604,50.6131,266.7952,,,4.3842,7.8214,-32.5707,-20.03,78.0707,3.83,3.65,20.8333,3.6,0,1.189,82.3341
1082,0,TRUE,1,17,-0.5064,-0.4755,-0.604,51.3306,279.1558,,,4.3829,7.7541,-32.6004,-19.982,79.6276,3.82,3.65,21.9202,3.4,0,1.213,84.9193
1083,0,TRUE,1,17,-0.5068,-0.4808,-0.608,52.559,285.6109,,,4.3814,7.8221,-32.4098,-19.834,81.8965,3.86,3.67,21.9298,3.4,0,1.225,86.7215
1084,0,TRUE,1,17,-0.5071,-0.4821,-0.609,51.4163,293.3747,,,4.384,7.776,-32.0289,-19.316,81.4179,3.84,3.66,21.9298,3.4,0,1.234,86.0863
1085,0,TRUE,1,17,-0.5065,-0.4816,-0.607,51.1328,285.5252,,,4.3845,7.7509,-31.4719,-19.099,81.4267,3.82,3.65,21.925,3.4,0,1.219,86.3965
1086,0,TRUE,1,17,-0.5067,-0.4813,-0.607,51.2627,293.3866,,,4.3844,7.7863,-31.3038,-18.732,81.4917,3.85,3.67,18.797,3.4,0,1.225,87.0169
1087,0,TRUE,1,17,-0.5077,-0.4839,-0.608,51.2155,285.9713,,,4.384,7.7653,-31.0259,-18.803,79.6483,3.83,3.66,21.9346,3.4,0,1.218,84.3432
1088,0,TRUE,1,17,-0.5075,-0.4795,-0.605,49.5117,265.3919,,,4.3837,7.7267,-31.8927,-19.662,77.8462,3.82,3.64,26.3158,3.4,0,1.18,82.3932
1089,0,TRUE,1,17,-0.5084,-0.4846,-0.61,49.804,278.7659,,,4.3839,7.7707,-31.9843,-19.536,77.3351,3.84,3.64,20.8377,3.6,0,1.188,81.8614
1090,0,TRUE,1,17,-0.5072,-0.4842,-0.611,50.5334,277.1972,,,4.3798,7.8065,-31.6755,-19.197,79.5892,3.84,3.65,25,3.6,0,1.197,83.8852
1091,0,TRUE,1,17,-0.5072,-0.4844,-0.61,50.1436,287.3008,,,4.3805,7.7577,-31.7041,-19.137,79.4149,3.83,3.64,16.4474,3.4,0,1.204,84.3284
1092,0,TRUE,1,17,-0.5072,-0.4847,-0.61,49.8631,283.345,,,4.3811,7.7745,-32.125,-19.541,78.2952,3.82,3.64,20.8333,3.6,0,1.191,82.9398
1093,0,TRUE,1,17,-0.507,-0.4842,-0.61,49.9576,288.4352,,,4.3789,7.7684,-32.3031,-19.613,79.7664,3.83,3.65,21.9298,3.4,0,1.213,83.9591
1094,0,TRUE,1,17,-0.5075,-0.4844,-0.611,51.0442,287.6435,,,4.3766,7.7731,-32.897,-20.071,80.7856,3.84,3.65,26.3227,3.4,0,1.217,85.7318
1095,0,TRUE,1,17,-0.5074,-0.4837,-0.609,51.183,288.45,,,4.3788,7.802,-31.6883,-19.043,80.7591,3.86,3.66,26.3227,3.4,0,1.221,85.717
1096,0,TRUE,1,17,-0.5076,-0.4855,-0.611,50.2145,278.8102,,,4.3816,7.7796,-30.912,-18.751,79.988,3.83,3.66,18.8147,3.4,0,1.2,84.8454
1097,0,TRUE,1,17,-0.508,-0.4864,-0.61,50.1584,270.0006,,,4.3827,7.751,-30.6106,-18.53,79.5478,3.83,3.65,21.9298,3.4,0,1.196,84.4761
1098,0,TRUE,1,17,-0.5081,-0.4842,-0.608,50.3149,291.2949,,,4.3808,7.7667,-31.2683,-18.574,79.5094,3.84,3.65,21.9491,3.4,0,1.214,84.5057
1099,0,TRUE,1,17,-0.507,-0.4833,-0.611,49.745,261.7198,,,4.3832,7.7066,-29.5495,-17.762,76.9362,3.84,3.65,0,3.4,0,1.18,80.9012
1100,0,TRUE,1,17,-0.5081,-0.4863,-0.611,50.0048,275.0642,,,4.3835,7.7782,-31.5989,-19.145,79.471,3.83,3.65,21.9298,3.4,0,1.2,84.4023
1101,0,TRUE,1,17,-0.5075,-0.4784,-0.604,51.9064,276.1248,,,4.3852,7.759,-31.1957,-18.839,80.9038,3.84,3.66,0,3.4,0,1.219,85.9386
1102,0,TRUE,1,17,-0.5074,-0.4809,-0.607,52.0689,291.0084,,,4.3834,7.776,-32.4518,-19.736,82.6025,3.82,3.66,27.7855,3.2,0,1.242,87.2533
1103,0,TRUE,1,17,-0.5077,-0.4813,-0.607,52.3346,287.0437,,,4.3837,7.7334,-32.479,-19.688,82.6882,3.83,3.67,21.9346,3.4,0,1.24,87.1204
1104,0,TRUE,1,17,-0.508,-0.4949,-0.62,52.7509,280.441,,,4.3846,7.7386,-33.1635,-19.918,82.5789,3.82,3.67,27.7855,3.2,0,1.237,87.3124
1105,0,TRUE,1,17,-0.5063,-0.4964,-0.623,52.8632,300.6068,,,4.3841,7.7426,-32.841,-19.796,83.5243,3.8,3.66,23.1428,3.2,0,1.264,88.6567
1106,0,TRUE,1,17,-0.5069,-0.4814,-0.607,52.6771,286.1841,,,4.3862,7.7288,-32.5984,-19.682,82.6705,3.81,3.67,27.7778,3.2,0,1.246,87.3124
1107,0,TRUE,1,17,-0.5069,-0.4804,-0.607,52.6004,298.9553,,,4.3849,7.7747,-33.0929,-19.849,83.35,3.83,3.67,23.1481,3.2,0,1.263,88.184
1108,0,TRUE,1,17,-0.5067,-0.4997,-0.626,54.998,288.5238,,,4.3836,7.6945,-32.2437,-19.533,82.7384,3.81,3.67,21.9298,3.4,0,1.249,87.0022
1109,0,TRUE,1,17,-0.5074,-0.4965,-0.621,52.5295,295.9774,,,4.3842,7.7739,-31.9175,-19.323,82.6646,3.84,3.67,14.6199,3.4,0,1.255,87.8442
1110,0,TRUE,1,17,-0.5074,-0.481,-0.607,51.2332,285.9507,,,4.3845,7.6999,-31.1471,-18.803,81.2465,3.8,3.65,0,3.4,0,1.226,85.8647
1111,0,TRUE,1,17,-0.5069,-0.4789,-0.607,51.1003,288.2875,,,4.3842,7.7447,-31.2466,-18.728,81.1756,3.82,3.65,21.925,3.4,0,1.224,86.234
1112,0,TRUE,1,17,-0.507,-0.4767,-0.605,51.1978,284.0393,,,4.3839,7.7105,-31.3961,-18.962,80.1387,3.82,3.64,21.925,3.4,0,1.211,84.9045
1113,0,TRUE,1,17,-0.5068,-0.4778,-0.606,50.8995,280.7777,,,4.3839,7.7493,-31.3876,-18.915,80.2096,3.83,3.64,14.6177,3.4,0,1.208,84.9488
1114,0,TRUE,1,17,-0.5065,-0.4796,-0.606,51.2096,270.9518,,,4.385,7.7744,-31.1743,-18.939,79.1431,3.84,3.66,26.3089,3.4,0,1.203,84.0034
1115,0,TRUE,1,17,-0.5082,-0.4751,-0.601,51.2775,274.0597,,,4.3858,7.6888,-31.6589,-19.324,79.8935,3.81,3.65,26.3158,3.4,0,1.209,84.5795
1116,0,TRUE,1,17,-0.5081,-0.4737,-0.601,51.9685,296.1754,,,4.3817,7.792,-32.4596,-19.519,82.8241,3.85,3.67,0,3.4,0,1.245,87.6817
1117,0,TRUE,1,17,-0.5069,-0.4686,-0.599,52.1161,284.6449,,,4.3831,7.8194,-32.7598,-20.063,80.9156,3.86,3.66,0,3.4,0,1.23,86.2045
1118,0,TRUE,1,17,-0.507,-0.4762,-0.604,50.3887,279.1677,,,4.384,7.7706,-32.3698,-19.53,79.3794,3.83,3.65,10.1225,3.4,0,1.21,84.5647
1119,0,TRUE,1,17,-0.507,-0.4758,-0.604,50.3887,285.1264,,,4.3841,7.7768,-31.9601,-19.331,79.8226,3.82,3.64,0,3.4,0,1.217,84.2841
1120,0,TRUE,1,17,-0.5073,-0.4813,-0.608,49.9517,275.2444,,,4.384,7.7216,-31.9893,-19.645,78.0529,3.8,3.64,25,3.6,0,1.18,82.7773
1121,0,TRUE,1,17,-0.5072,-0.4761,-0.605,50.1289,268.7952,,,4.384,7.7207,-32.119,-19.563,78.18,3.8,3.63,0,3.6,0,1.188,82.2603
1122,0,TRUE,1,17,-0.5073,-0.4776,-0.606,49.8542,276.6447,,,4.3831,7.7325,-31.6031,-19.216,78.1534,3.8,3.63,20.8333,3.6,0,1.187,82.3784
1123,0,TRUE,1,17,-0.5072,-0.4776,-0.606,49.6682,252.0918,,,4.383,7.7373,-31.4562,-19.331,76.2656,3.85,3.64,20.8333,3.6,0,1.16,80.4137
1124,0,TRUE,1,17,-0.5076,-0.4714,-0.601,50.0019,270.9371,,,4.3838,7.7885,-32.1141,-19.768,78.7413,3.81,3.64,0,3.4,0,1.192,83.2352
1125,0,TRUE,1,17,-0.508,-0.4714,-0.601,50.4448,273.3596,,,4.3834,7.8136,-31.8378,-19.276,79.2908,3.85,3.65,21.925,3.4,0,1.197,84.4613
1126,0,TRUE,1,17,-0.5079,-0.4697,-0.602,50.0255,283.0496,,,4.3839,7.8133,-32.2729,-19.595,79.3735,3.85,3.66,26.3227,3.4,0,1.2,84.6386
1127,0,TRUE,1,17,-0.5069,-0.4721,-0.604,50.0344,266.6327,,,4.385,7.7705,-32.1431,-19.742,77.8639,3.81,3.64,25,3.6,0,1.176,81.8319
1128,0,TRUE,1,17,-0.5073,-0.4701,-0.611,51.1092,287.2919,,,4.3825,7.8713,-32.7035,-20.081,80.2775,3.87,3.68,21.9298,3.4,0,1.213,85.1556
1129,0,FALSE,3,4,-0.508,-0.4782,-0.616,182.6628
1130,0,TRUE,1,17,-0.5075,-0.4714,-0.604,49.9103,272.5324,,,4.3835,7.771,-32.4513,-19.813,78.7738,3.81,3.63,20.8333,3.6,0,1.186,83.708
1131,0,FALSE,8,14,-0.5074,-0.4723,-0.602,50.12,281.2741,,,4.3841,7.7785,-32.9127,-20.053,79.474,3.83,3.67,19.8413,3.8
1132,0,TRUE,1,17,-0.5067,-0.4719,-0.604,50.2794,281.7438,,,4.3794,7.8062,-32.9606,-20.404,78.6911,3.83,3.64,12.4828,3.6,0,1.195,83.2205
1133,0,TRUE,1,17,-0.5082,-0.4737,-0.603,50.4419,280.4764,,,4.3807,7.7952,-32.8333,-20.205,79.1549,3.85,3.65,20.8333,3.6,0,1.199,83.9886
1134,0,TRUE,1,17,-0.5083,-0.4684,-0.601,49.6948,275.0701,,,4.3819,7.7766,-32.4008,-19.849,77.6748,3.82,3.64,17.8571,3.6,0,1.187,82.733
1135,0,TRUE,1,17,-0.5084,-0.4695,-0.601,49.9812,266.612,,,4.383,7.7618,-32.6029,-19.988,77.8905,3.83,3.63,9.6135,3.6,0,1.179,82.4375
1136,0,TRUE,1,17,-0.5078,-0.4777,-0.606,50.7962,284.1781,,,4.3774,7.7957,-33.2843,-20.488,80.5493,3.84,3.66,25,3.6,0,1.195,85.2886
1137,0,FALSE,8,12,-0.5058,-0.4757,-0.604,51.0501,284.317,,,4.3761,7.7846,-33.272,-20.471,80.4252,4.01,4
1138,0,TRUE,1,17,-0.5077,-0.4775,-0.605,50.9379,290.0423,,,4.3786,7.8166,-32.6836,-19.967,79.8551,3.86,3.66,25,3.6,0,1.215,84.4023
1139,0,TRUE,1,17,-0.5077,-0.4777,-0.604,51.1121,275.5605,,,4.3804,7.7786,-33.0988,-20.461,79.0929,3.84,3.65,21.9298,3.4,0,1.206,83.4716
1140,0,TRUE,1,17,-0.5075,-0.4787,-0.605,51.0944,294.2285,,,4.3797,7.8037,-33.1781,-20.281,80.8329,3.84,3.65,0,3.6,0,1.231,85.1852
1141,0,TRUE,1,17,-0.5089,-0.4811,-0.606,51.3838,266.2752,,,4.3802,7.8184,-32.6491,-20.083,80.053,3.84,3.66,26.3227,3.4,0,1.199,84.8306
1142,0,TRUE,1,17,-0.5083,-0.4814,-0.606,51.1948,282.9757,,,4.3799,7.796,-32.936,-20.149,80.2923,3.85,3.66,21.9298,3.4,0,1.22,85.2738
1143,0,TRUE,1,17,-0.508,-0.4808,-0.606,50.1968,277.3685,,,4.383,7.7984,-32.184,-19.749,78.6054,3.82,3.65,21.9298,3.4,0,1.196,82.9989
1144,0,TRUE,1,17,-0.5078,-0.4791,-0.606,50.5334,281.7083,,,4.3824,7.8539,-31.6805,-19.407,79.5685,3.87,3.69,0,3.6,0,1.205,84.3432
1145,0,TRUE,1,17,-0.5077,-0.48,-0.607,50.1731,285.9802,,,4.3817,7.7556,-31.8284,-19.369,79.6748,3.84,3.64,0,3.4,0,1.206,84.3579
1146,0,TRUE,1,17,-0.5082,-0.4799,-0.606,49.9399,293.6702,,,4.3817,7.7449,-31.4848,-19.14,79.1903,3.83,3.65,21.9298,3.4,0,1.208,84.1807
1147,0,TRUE,1,17,-0.5082,-0.4859,-0.609,50.2854,291.9124,,,4.3806,7.7627,-31.7367,-19.125,80.1239,3.86,3.66,0,3.4,0,1.219,85.1261
1148,0,TRUE,1,17,-0.5073,-0.4865,-0.613,50.0373,304.5448,,,4.3799,7.6801,-31.7732,-19.284,80.9009,3.8,3.63,21.925,3.4,0,1.231,86.3522
1149,0,TRUE,1,17,-0.5085,-0.4915,-0.616,51.8562,283.9359,,,4.3772,7.7749,-32.4544,-19.813,81.0722,3.83,3.67,26.3158,3.4,0,1.225,85.6874
1150,0,TRUE,1,17,-0.5084,-0.4912,-0.615,51.2539,289.3333,,,4.3779,7.7135,-32.1954,-19.745,81.2583,3.81,3.66,18.797,3.4,0,1.241,86.0124
1151,0,TRUE,1,17,-0.508,-0.4824,-0.608,52.2017,307.57,,,4.3768,7.7588,-33.588,-20.378,83.1963,3.82,3.67,23.1481,3.2,0,1.274,88.4203
1152,0,TRUE,1,17,-0.5081,-0.4834,-0.609,52.3464,294.0985,,,4.3773,7.7509,-33.683,-20.662,82.44,3.83,3.68,18.797,3.4,0,1.258,87.3419
1153,0,TRUE,1,17,-0.5071,-0.4939,-0.621,52.1811,301.4694,,,4.3766,7.764,-32.8026,-19.838,82.251,3.83,3.67,21.9298,3.4,0,1.254,86.9579
1154,0,TRUE,1,17,-0.5081,-0.4933,-0.618,51.7824,290.3791,,,4.3772,7.7914,-32.5848,-19.812,82.6409,3.84,3.67,18.797,3.4,0,1.248,87.4306
1155,0,TRUE,1,17,-0.5081,-0.4805,-0.606,50.9409,292.8755,,,4.3807,7.7805,-32.0074,-19.431,80.8122,3.85,3.67,21.8962,3.4,0,1.23,85.4659
1156,0,TRUE,1,17,-0.5083,-0.4805,-0.607,50.7755,287.3894,,,4.3799,7.7948,-31.6745,-19.305,80.2627,3.84,3.66,21.9298,3.4,0,1.222,84.9784
1157,0,TRUE,1,17,-0.5068,-0.4771,-0.605,50.4153,275.5162,,,4.381,7.7237,-31.202,-19.14,78.2479,3.83,3.65,26.3227,3.4,0,1.184,83.575
1158,0,TRUE,1,17,-0.5082,-0.4692,-0.608,49.6062,277.4985,,,4.3819,7.7709,-31.6038,-19.389,79.1963,3.82,3.65,0,3.6,0,1.201,83.8852
1159,0,TRUE,1,17,-0.5078,-0.4646,-0.604,50.8139,292.2019,,,4.3829,7.796,-31.2417,-18.831,80.6291,3.84,3.65,21.9298,3.4,0,1.221,84.55
1160,0,TRUE,1,17,-0.508,-0.4673,-0.605,50.9113,279.2268,,,4.383,7.7737,-31.3547,-18.905,79.5626,3.84,3.66,21.9298,3.4,0,1.206,84.3136
1161,0,TRUE,1,17,-0.5071,-0.4644,-0.601,51.121,312.155,,,4.3775,7.818,-32.8645,-19.868,82.7414,3.84,3.65,26.3158,3.4,0,1.255,87.3567
1162,0,TRUE,1,17,-0.5068,-0.4633,-0.599,51.2007,284.2431,,,4.3792,7.8238,-33.0881,-20.384,81.0249,3.85,3.66,21.9298,3.4,0,1.221,85.5545
1163,0,TRUE,1,17,-0.5086,-0.4673,-0.6,51.1328,280.4675,,,4.3801,7.7937,-31.9295,-19.198,79.7605,3.85,3.66,21.9298,3.4,0,1.212,85.3477
1164,0,TRUE,1,17,-0.5074,-0.4657,-0.601,51.1476,282.4174,,,4.3787,7.7998,-31.8724,-19.142,80.2391,3.85,3.67,18.797,3.4,0,1.212,85.1261
1165,0,TRUE,1,17,-0.5084,-0.4693,-0.599,49.8631,283.1471,,,4.38,7.8324,-31.9511,-19.249,79.2878,3.86,3.65,21.925,3.4,0,1.206,84.1216
1166,0,TRUE,1,17,-0.5076,-0.4721,-0.602,49.993,266.7125,,,4.3802,7.8147,-32.1046,-19.722,78.1682,3.85,3.65,21.9298,3.4,0,1.181,82.3341
1167,0,TRUE,1,17,-0.5079,-0.4815,-0.607,49.5531,277.6699,,,4.3822,7.7385,-31.6239,-19.069,77.1578,3.8,3.64,20.8333,3.6,0,1.188,81.4183
1168,0,TRUE,1,17,-0.5085,-0.4826,-0.608,50.4123,278.7541,,,4.3813,7.8037,-31.7062,-19.114,78.8861,3.86,3.66,26.3227,3.4,0,1.193,83.9148
1169,0,TRUE,1,17,-0.5084,-0.4846,-0.609,49.6003,267.4629,,,4.3833,7.7809,-32.0993,-19.604,77.5862,3.82,3.64,15.625,3.6,0,1.183,82.1716
1170,0,TRUE,1,17,-0.507,-0.4829,-0.609,50.0521,273.6875,,,4.3821,7.7901,-32.3789,-19.879,79.3942,3.86,3.66,20.8333,3.6,0,1.185,83.9
1171,0,TRUE,1,17,-0.5086,-0.4829,-0.606,50.2233,279.8117,,,4.3846,7.7637,-31.7536,-19.192,79.2022,3.82,3.63,26.3227,3.4,0,1.185,83.7966
1172,0,TRUE,1,17,-0.5071,-0.4813,-0.607,50.2233,270.3935,,,4.384,7.7998,-31.8594,-19.248,79.0101,3.82,3.65,26.3158,3.4,0,1.192,83.7818
1173,0,TRUE,1,17,-0.5065,-0.4735,-0.602,50.2913,273.2562,,,4.3842,7.8382,-31.402,-19.008,79.1253,3.87,3.66,26.3158,3.4,0,1.191,84.0477
1174,0,TRUE,1,17,-0.507,-0.474,-0.603,50.0048,264.0625,,,4.3841,7.8553,-31.6099,-19.239,77.6866,3.86,3.65,26.3158,3.4,0,1.17,82.0682
1175,0,TRUE,1,17,-0.508,-0.4835,-0.608,50.1997,262.9812,,,4.3843,7.765,-31.2027,-19.048,77.8609,3.81,3.63,26.3158,3.4,0,1.169,82.7034
1176,0,TRUE,1,17,-0.5072,-0.4829,-0.609,50.1289,281.8442,,,4.383,7.7331,-31.7785,-19.274,79.2553,3.82,3.65,0,3.6,0,1.205,84.5647
1177,0,TRUE,1,17,-0.5073,-0.4874,-0.611,50.0905,272.426,,,4.3827,7.7014,-31.6923,-19.128,77.3321,3.8,3.64,21.9298,3.4,0,1.187,81.6694
1178,0,TRUE,1,17,-0.5067,-0.4849,-0.611,49.9517,265.2028,,,4.3827,7.7282,-31.3048,-18.965,77.2996,3.83,3.64,26.3158,3.4,0,1.167,81.7285
1179,0,TRUE,1,17,-0.5083,-0.4939,-0.618,49.9605,282.2549,,,4.3854,7.7847,-31.6811,-19.238,77.8934,3.84,3.64,15.625,3.6,0,1.196,82.6444
1180,0,TRUE,1,17,-0.508,-0.4969,-0.62,52.6683,279.8383,,,4.3853,7.7584,-31.6871,-19.104,78.1682,3.82,3.64,20.8333,3.6,0,1.193,83.3386
1181,0,TRUE,1,17,-0.5071,-0.479,-0.606,50.2972,277.4512,,,4.3836,7.6889,-31.8523,-19.167,79.3912,3.82,3.64,21.9106,3.4,0,1.201,84.1364
1182,0,TRUE,1,17,-0.5073,-0.4794,-0.606,50.433,278.2341,,,4.3835,7.7882,-32.2015,-19.581,79.7103,3.83,3.64,0,3.4,0,1.206,84.1807
1183,0,TRUE,1,17,-0.5084,-0.4767,-0.603,51.4104,275.3951,,,4.3845,7.7619,-32.155,-19.564,79.7251,3.83,3.65,0,3.4,0,1.218,84.8306
1184,0,TRUE,1,17,-0.507,-0.476,-0.604,51.2066,287.868,,,4.3833,7.7504,-32.4935,-19.706,81.3292,3.82,3.65,26.3158,3.4,0,1.226,86.0863
1185,0,TRUE,1,17,-0.508,-0.4832,-0.608,51.9507,290.1782,,,4.3825,7.7939,-32.7955,-20.007,81.8315,3.83,3.66,0,3.4,0,1.244,86.6772
1186,0,TRUE,1,17,-0.5083,-0.4834,-0.609,52.0452,291.2802,,,4.3825,7.758,-32.7325,-19.787,81.8078,3.82,3.66,0,3.4,0,1.242,86.6624
1187,0,TRUE,1,17,-0.5067,-0.4822,-0.609,51.1948,289.5194,,,4.3835,7.8281,-31.4653,-18.96,81.344,3.85,3.67,0,3.4,0,1.223,85.9386
1188,0,TRUE,1,17,-0.5077,-0.4837,-0.607,51.3808,274.5886,,,4.3858,7.8164,-31.9262,-19.557,80.0648,3.85,3.66,26.3158,3.4,0,1.202,84.875
1189,0,TRUE,1,17,-0.5078,-0.482,-0.606,51.31,298.4265,,,4.3833,7.7944,-31.6428,-19.117,81.0781,3.82,3.64,26.3158,3.4,0,1.23,85.5988
1190,0,TRUE,1,17,-0.5068,-0.4804,-0.607,49.7804,269.0936,,,4.3828,7.694,-31.49,-19.154,78.6438,3.81,3.64,20.829,3.6,0,1.184,82.9989
1191,0,TRUE,1,17,-0.5073,-0.4847,-0.611,50.2913,271.6284,,,4.3815,7.7424,-31.8853,-19.43,78.4518,3.82,3.64,21.925,3.4,0,1.192,82.8364
1192,0,TRUE,1,17,-0.5072,-0.4839,-0.611,50.2381,290.8459,,,4.3802,7.8041,-32.2971,-19.479,80.4282,3.85,3.66,21.925,3.4,0,1.212,85.067
1193,0,TRUE,1,17,-0.5068,-0.4853,-0.611,49.9399,287.9537,,,4.3815,7.7352,-32.0573,-19.456,79.2347,3.82,3.64,0,3.6,0,1.211,84.1511
1194,0,TRUE,1,17,-0.507,-0.4854,-0.611,49.934,265.8321,,,4.3815,7.8072,-31.5316,-19.351,77.7073,3.84,3.64,20.8377,3.6,0,1.176,81.5364
1195,0,TRUE,1,17,-0.5076,-0.485,-0.61,50.2352,284.4322,,,4.3788,7.766,-32.0522,-19.186,80.0205,3.84,3.66,21.9298,3.4,0,1.19,84.7272
1196,0,TRUE,1,17,-0.5086,-0.4819,-0.608,50.6367,278.5532,,,4.3811,7.801,-31.2315,-18.69,78.437,3.85,3.65,21.9298,3.4,0,1.198,83.2943
1197,0,TRUE,1,17,-0.5081,-0.4843,-0.608,51.3366,275.2651,,,4.3807,7.8137,-32.3778,-19.654,80.0175,3.87,3.66,21.9298,3.4,0,1.208,85.0818
1198,0,TRUE,1,17,-0.507,-0.4765,-0.604,51.5226,279.0613,,,4.3863,7.7655,-32.4488,-19.752,80.3159,3.85,3.67,26.3089,3.4,0,1.209,85.0375
1199,0,TRUE,1,17,-0.5068,-0.487,-0.613,50.5068,283.1264,,,4.3834,7.8033,-31.2328,-18.975,80.1091,3.83,3.65,21.9298,3.4,0,1.205,84.8306
1200,0,FALSE,3,4,-0.5085,-0.5033,-0.627,497.6362
1201,0,TRUE,1,17,-0.5084,-0.5013,-0.626,54.9951,302.8402,,,4.3811,7.7789,-31.4949,-18.611,81.9083,3.84,3.66,26.3158,3.4,0,1.24,86.4556
1202,0,TRUE,1,17,-0.5073,-0.4772,-0.605,50.3385,283.9211,,,4.3809,7.7241,-30.9597,-18.771,79.7753,3.82,3.64,17.8571,3.6,0,1.199,84.6091
